employee__id,employee__code,gender,age,department__id,job__title,join__date,salary,email
70,EMP00070,Male,36.0,4.0,Manager,2023-01-15,800000,
71,EMP00071,Male,59.0,5.0,Analyst,,600000,
72,EMP00072,Male,30.0,9.0,Analyst,,500000,
73,EMP00073,Unknow,39.0,17.0,Engineer,2025-07-01,600000,
74,EMP00074,Male,42.0,1.0,HR,2023-01-15,350000,emp74@mail.com
75,EMP00075,Unknow,52.0,18.0,Engineer,,600000,
76,EMP00076,Female,26.0,,Intern,,600000,
77,EMP00077,Male,45.0,17.0,HR,,500000,
78,EMP00078,Female,60.0,5.0,Manager,2025-07-01,350000,
79,EMP00079,Male,24.0,99.0,Intern,2025-07-01,500000,
80,EMP00080,Male,25.0,,Manager,,600000,
81,EMP00081,Male,35.0,10.0,Analyst,,500000,
82,EMP00082,Male,48.0,1.0,HR,2025-07-01,800000,
83,EMP00083,Female,22.0,10.0,Engineer,2025-07-01,500000,emp83@mail.com
84,EMP00084,Male,44.0,3.0,Manager,2025-07-01,600000,
85,EMP00085,Female,52.0,1.0,Analyst,2025-07-01,350000,
86,EMP00086,Female,57.0,2.0,Manager,2023-01-15,800000,
87,EMP00087,Unknow,34.0,3.0,QA,,500000,
88,EMP00088,Male,51.0,5.0,HR,,600000,
89,EMP00089,Male,52.0,99.0,Manager,,500000,emp89@mail.com
90,EMP00090,Unknow,57.0,,Intern,,600000,emp90@mail.com
91,EMP00091,Male,28.0,99.0,HR,2023-01-15,500000,
92,EMP00092,Male,23.0,99.0,Analyst,,600000,
93,EMP00093,Female,36.0,1.0,Manager,2023-01-15,600000,emp93@mail.com
94,EMP00094,Unknow,53.0,3.0,Intern,,800000,emp94@mail.com
95,EMP00095,Male,35.0,7.0,Engineer,,500000,
96,EMP00096,Male,50.0,,HR,2023-01-15,600000,
97,EMP00097,Male,58.0,5.0,HR,2025-07-01,600000,
98,EMP00098,Male,56.0,5.0,Analyst,,350000,
99,EMP00099,Male,40.0,4.0,Intern,,600000,
100,EMP00100,Male,53.0,10.0,Manager,,600000,emp100@mail.com
101,EMP00101,Male,32.0,10.0,Analyst,,350000,
102,EMP00102,Female,24.0,17.0,Manager,2025-07-01,600000,
103,EMP00103,Female,24.0,19.0,Analyst,,600000,
104,EMP00104,Male,28.0,20.0,Intern,,800000,emp104@mail.com
105,EMP00105,Unknow,43.0,8.0,Manager,,500000,emp105@mail.com
106,EMP00106,Female,20.0,16.0,Intern,,600000,
107,EMP00107,Unknow,29.0,14.0,HR,,800000,emp107@mail.com
108,EMP00108,Male,20.0,11.0,HR,,350000,
109,EMP00109,Unknow,20.0,10.0,HR,2025-07-01,350000,
110,EMP00110,Female,57.0,3.0,HR,,800000,emp110@mail.com
111,EMP00111,Male,26.0,2.0,Intern,2025-07-01,600000,
112,EMP00112,Female,37.0,14.0,QA,2025-07-01,500000,
113,EMP00113,Female,21.0,99.0,Manager,,500000,
114,EMP00114,Unknow,25.0,2.0,Intern,,600000,
115,EMP00115,Unknow,38.0,16.0,Analyst,,500000,
116,EMP00116,Female,46.0,11.0,HR,2025-07-01,800000,
117,EMP00117,Female,40.0,8.0,HR,,500000,
118,EMP00118,Male,30.0,99.0,Engineer,2023-01-15,500000,
119,EMP00119,Male,34.0,15.0,HR,,500000,
120,EMP00120,Male,32.0,8.0,Analyst,,800000,emp120@mail.com
121,EMP00121,Male,35.0,12.0,HR,,500000,emp121@mail.com
122,EMP00122,Unknow,46.0,13.0,Manager,,500000,
123,EMP00123,Male,41.0,2.0,Manager,2025-07-01,600000,
124,EMP00124,Female,40.0,17.0,QA,,350000,
125,EMP00125,Female,44.0,13.0,Intern,,500000,
126,EMP00126,Male,28.0,2.0,Manager,,600000,
127,EMP00127,Male,24.0,13.0,QA,,500000,
128,EMP00128,Male,34.0,5.0,Engineer,,600000,emp128@mail.com
129,EMP00129,Unknow,40.0,15.0,Analyst,,350000,emp129@mail.com
130,EMP00130,Female,34.0,19.0,Analyst,2025-07-01,500000,
131,EMP00131,Male,60.0,14.0,Intern,2023-01-15,350000,emp131@mail.com
132,EMP00132,Male,53.0,19.0,Engineer,,800000,
133,EMP00133,Male,20.0,1.0,QA,2025-07-01,600000,
134,EMP00134,Male,40.0,8.0,Manager,,500000,
135,EMP00135,Male,46.0,99.0,HR,2023-01-15,350000,
136,EMP00136,Female,40.0,99.0,Manager,2023-01-15,800000,
137,EMP00137,Unknow,47.0,12.0,Engineer,,350000,
138,EMP00138,Unknow,46.0,12.0,Intern,,500000,emp138@mail.com
139,EMP00139,Male,52.0,3.0,Engineer,,500000,
140,EMP00140,Female,34.0,15.0,Engineer,2025-07-01,800000,emp140@mail.com
141,EMP00141,Male,51.0,20.0,Engineer,,600000,
142,EMP00142,Unknow,23.0,20.0,Engineer,,350000,
143,EMP00143,Male,58.0,5.0,Manager,2023-01-15,600000,emp143@mail.com
144,EMP00144,Female,45.0,15.0,Intern,2025-07-01,600000,emp144@mail.com
145,EMP00145,Male,30.0,11.0,Engineer,,600000,
146,EMP00146,Male,39.0,,Intern,,600000,
147,EMP00147,Female,30.0,4.0,Analyst,2023-01-15,800000,emp147@mail.com
148,EMP00148,Male,46.0,4.0,QA,,600000,
149,EMP00149,Male,47.0,3.0,Analyst,,500000,
150,EMP00150,Male,48.0,7.0,HR,2025-07-01,600000,
151,EMP00151,Male,60.0,14.0,Engineer,,350000,
152,EMP00152,Male,49.0,3.0,Analyst,2025-07-01,500000,emp152@mail.com
153,EMP00153,Male,41.0,12.0,HR,2025-07-01,600000,emp153@mail.com
154,EMP00154,Male,40.0,9.0,HR,2023-01-15,600000,emp154@mail.com
155,EMP00155,Male,34.0,4.0,Manager,,600000,
156,EMP00156,Female,51.0,5.0,Manager,,350000,
157,EMP00157,Unknow,29.0,20.0,Engineer,2025-07-01,800000,
158,EMP00158,Male,58.0,3.0,QA,,600000,
159,EMP00159,Female,46.0,3.0,Intern,2023-01-15,600000,
160,EMP00160,Female,47.0,4.0,Analyst,2025-07-01,600000,emp160@mail.com
161,EMP00161,Female,26.0,14.0,Manager,,500000,
162,EMP00162,Female,46.0,15.0,QA,,600000,emp162@mail.com
163,EMP00163,Male,38.0,9.0,QA,2025-07-01,800000,
164,EMP00164,Unknow,36.0,7.0,Manager,,500000,
165,EMP00165,Female,29.0,10.0,QA,,800000,emp165@mail.com
166,EMP00166,Female,36.0,8.0,QA,,500000,emp166@mail.com
167,EMP00167,Unknow,49.0,2.0,Analyst,2023-01-15,600000,
168,EMP00168,Female,43.0,2.0,HR,,350000,emp168@mail.com
169,EMP00169,Female,58.0,19.0,Engineer,2023-01-15,800000,
170,EMP00170,Female,58.0,9.0,Intern,2023-01-15,350000,
171,EMP00171,Female,22.0,12.0,HR,,350000,
172,EMP00172,Male,22.0,20.0,Intern,,350000,
173,EMP00173,Female,40.0,12.0,Engineer,,800000,emp173@mail.com
174,EMP00174,Female,22.0,16.0,QA,,350000,
175,EMP00175,Male,45.0,,QA,,600000,emp175@mail.com
176,EMP00176,Unknow,30.0,13.0,Intern,2025-07-01,500000,
177,EMP00177,Unknow,39.0,14.0,Analyst,2025-07-01,600000,
178,EMP00178,Female,46.0,1.0,HR,,600000,
179,EMP00179,Female,20.0,14.0,Engineer,,350000,emp179@mail.com
180,EMP00180,Female,56.0,12.0,Manager,,500000,emp180@mail.com
181,EMP00181,Male,55.0,5.0,Intern,,350000,
182,EMP00182,Unknow,52.0,6.0,Engineer,2025-07-01,800000,
183,EMP00183,Male,30.0,3.0,Analyst,,600000,
184,EMP00184,Male,28.0,2.0,Manager,2025-07-01,350000,
185,EMP00185,Male,59.0,6.0,Intern,,600000,
186,EMP00186,Male,32.0,16.0,Engineer,,500000,emp186@mail.com
187,EMP00187,Female,53.0,6.0,Manager,2025-07-01,350000,
188,EMP00188,Female,32.0,2.0,QA,2023-01-15,600000,
189,EMP00189,Male,44.0,20.0,Manager,,600000,
190,EMP00190,Unknow,46.0,10.0,QA,,600000,
191,EMP00191,Unknow,43.0,15.0,QA,,500000,emp191@mail.com
192,EMP00192,Male,59.0,16.0,Manager,,600000,
193,EMP00193,Female,50.0,13.0,Analyst,2023-01-15,500000,
194,EMP00194,Female,43.0,3.0,Manager,,600000,emp194@mail.com
195,EMP00195,Male,60.0,5.0,Analyst,2025-07-01,600000,emp195@mail.com
196,EMP00196,Male,52.0,13.0,Intern,,350000,emp196@mail.com
197,EMP00197,Male,27.0,7.0,Engineer,,800000,
198,EMP00198,Unknow,34.0,3.0,HR,,800000,
199,EMP00199,Male,59.0,9.0,Manager,,800000,
200,EMP00200,Female,57.0,9.0,QA,,500000,
201,EMP00201,Male,22.0,7.0,Engineer,,500000,
202,EMP00202,Unknow,40.0,13.0,Engineer,2025-07-01,350000,emp202@mail.com
203,EMP00203,Unknow,43.0,15.0,QA,,500000,emp203@mail.com
204,EMP00204,Male,54.0,99.0,Manager,2025-07-01,800000,
205,EMP00205,Male,56.0,5.0,HR,2025-07-01,350000,
206,EMP00206,Female,31.0,20.0,Intern,2023-01-15,800000,
207,EMP00207,Male,60.0,19.0,Intern,2025-07-01,600000,emp207@mail.com
208,EMP00208,Unknow,22.0,8.0,Engineer,2025-07-01,500000,
209,EMP00209,Female,52.0,12.0,Analyst,,600000,
210,EMP00210,Male,40.0,2.0,Analyst,2023-01-15,350000,
211,EMP00211,Male,26.0,17.0,HR,,500000,
212,EMP00212,Male,39.0,19.0,Engineer,,800000,
213,EMP00213,Female,28.0,1.0,Engineer,,600000,emp213@mail.com
214,EMP00214,Male,60.0,5.0,Intern,2025-07-01,500000,
215,EMP00215,Male,23.0,99.0,QA,2025-07-01,500000,
216,EMP00216,Male,53.0,16.0,Engineer,,350000,emp216@mail.com
217,EMP00217,Male,54.0,1.0,Manager,,500000,
218,EMP00218,Male,26.0,1.0,QA,,600000,
219,EMP00219,Female,46.0,7.0,QA,,600000,
220,EMP00220,Male,31.0,17.0,HR,2023-01-15,800000,emp220@mail.com
221,EMP00221,Unknow,50.0,18.0,Analyst,,600000,
222,EMP00222,Male,40.0,15.0,Engineer,,350000,
223,EMP00223,Female,40.0,2.0,Analyst,2025-07-01,600000,
224,EMP00224,Unknow,23.0,9.0,Intern,,600000,
225,EMP00225,Unknow,53.0,9.0,HR,,350000,emp225@mail.com
226,EMP00226,Female,36.0,8.0,Intern,,500000,
227,EMP00227,Female,44.0,11.0,QA,,500000,
228,EMP00228,Female,53.0,1.0,Analyst,,600000,
229,EMP00229,Male,39.0,7.0,Manager,,500000,emp229@mail.com
230,EMP00230,Male,30.0,5.0,Analyst,2023-01-15,350000,emp230@mail.com
231,EMP00231,Male,30.0,12.0,Engineer,2023-01-15,350000,emp231@mail.com
232,EMP00232,Female,40.0,99.0,Analyst,2023-01-15,600000,emp232@mail.com
233,EMP00233,Male,57.0,12.0,Engineer,,600000,emp233@mail.com
234,EMP00234,Unknow,44.0,4.0,Engineer,,500000,emp234@mail.com
235,EMP00235,Male,22.0,99.0,Analyst,2025-07-01,500000,emp235@mail.com
236,EMP00236,Female,26.0,99.0,Engineer,2025-07-01,800000,
237,EMP00237,Female,36.0,1.0,HR,2025-07-01,800000,emp237@mail.com
238,EMP00238,Unknow,43.0,11.0,QA,,500000,
239,EMP00239,Male,21.0,14.0,Analyst,,600000,emp239@mail.com
240,EMP00240,Male,50.0,2.0,QA,,500000,emp240@mail.com
241,EMP00241,Male,38.0,6.0,Manager,2023-01-15,600000,
242,EMP00242,Male,23.0,1.0,HR,,350000,
243,EMP00243,Unknow,31.0,16.0,QA,2025-07-01,600000,
244,EMP00244,Male,30.0,10.0,Engineer,,600000,
245,EMP00245,Male,60.0,3.0,Manager,,350000,
246,EMP00246,Male,26.0,13.0,Manager,2023-01-15,500000,emp246@mail.com
247,EMP00247,Male,33.0,10.0,HR,,600000,
248,EMP00248,Female,60.0,8.0,Manager,,500000,emp248@mail.com
249,EMP00249,Male,57.0,11.0,QA,,500000,
250,EMP00250,Female,49.0,15.0,Intern,2025-07-01,500000,
251,EMP00251,Female,41.0,15.0,Intern,,500000,
252,EMP00252,Male,39.0,20.0,Engineer,,500000,
253,EMP00253,Male,53.0,12.0,Engineer,,800000,
254,EMP00254,Male,26.0,6.0,Intern,2023-01-15,500000,
255,EMP00255,Female,29.0,10.0,Intern,2025-07-01,600000,
256,EMP00256,Female,26.0,99.0,Analyst,2025-07-01,500000,
257,EMP00257,Female,22.0,1.0,Manager,,600000,
258,EMP00258,Male,60.0,10.0,Manager,2023-01-15,500000,
259,EMP00259,Male,45.0,1.0,Intern,,600000,
260,EMP00260,Female,40.0,99.0,Intern,,500000,
261,EMP00261,Unknow,27.0,15.0,Manager,2025-07-01,800000,emp261@mail.com
262,EMP00262,Female,35.0,13.0,Intern,,800000,
263,EMP00263,Female,49.0,1.0,QA,,600000,
264,EMP00264,Unknow,40.0,1.0,Manager,,350000,emp264@mail.com
265,EMP00265,Male,54.0,7.0,Engineer,,500000,
266,EMP00266,Male,56.0,15.0,QA,,600000,
267,EMP00267,Male,21.0,99.0,HR,,800000,
268,EMP00268,Unknow,49.0,7.0,Intern,,500000,emp268@mail.com
269,EMP00269,Unknow,59.0,12.0,Intern,2023-01-15,800000,
270,EMP00270,Female,45.0,2.0,Analyst,2023-01-15,600000,
271,EMP00271,Unknow,40.0,12.0,QA,2025-07-01,350000,
272,EMP00272,Male,45.0,17.0,Engineer,,600000,
273,EMP00273,Female,28.0,3.0,Intern,,600000,
274,EMP00274,Female,42.0,,Intern,,600000,
275,EMP00275,Male,40.0,5.0,Manager,2025-07-01,500000,
276,EMP00276,Unknow,44.0,,HR,,600000,
277,EMP00277,Female,20.0,9.0,HR,,600000,
278,EMP00278,Male,50.0,16.0,Manager,,600000,emp278@mail.com
279,EMP00279,Unknow,43.0,5.0,HR,,350000,emp279@mail.com
280,EMP00280,Male,40.0,5.0,QA,2025-07-01,600000,emp280@mail.com
281,EMP00281,Unknow,20.0,7.0,Analyst,2025-07-01,800000,emp281@mail.com
282,EMP00282,Male,29.0,8.0,Engineer,,800000,
283,EMP00283,Female,45.0,18.0,Engineer,,600000,emp283@mail.com
284,EMP00284,Unknow,55.0,99.0,HR,,500000,
285,EMP00285,Male,25.0,15.0,Intern,2023-01-15,500000,emp285@mail.com
286,EMP00286,Male,46.0,8.0,Engineer,,500000,emp286@mail.com
287,EMP00287,Female,49.0,5.0,Intern,,500000,
288,EMP00288,Female,54.0,20.0,Intern,2023-01-15,500000,
289,EMP00289,Female,56.0,16.0,Intern,2025-07-01,600000,
290,EMP00290,Female,46.0,,Analyst,,600000,
291,EMP00291,Unknow,40.0,1.0,Analyst,,350000,
292,EMP00292,Male,52.0,16.0,Manager,,350000,
293,EMP00293,Unknow,46.0,99.0,Engineer,2025-07-01,350000,
294,EMP00294,Male,50.0,17.0,QA,,800000,
295,EMP00295,Male,47.0,9.0,QA,2023-01-15,800000,
296,EMP00296,Male,51.0,13.0,HR,,800000,
297,EMP00297,Female,40.0,16.0,Analyst,2025-07-01,500000,
298,EMP00298,Unknow,39.0,5.0,QA,2023-01-15,350000,
299,EMP00299,Unknow,55.0,13.0,QA,,350000,
300,EMP00300,Male,26.0,1.0,Analyst,,600000,emp300@mail.com
301,EMP00301,Male,54.0,20.0,Manager,,500000,emp301@mail.com
302,EMP00302,Female,22.0,,Intern,,600000,
303,EMP00303,Male,40.0,6.0,Analyst,,350000,emp303@mail.com
304,EMP00304,Male,28.0,10.0,QA,2025-07-01,800000,
305,EMP00305,Female,22.0,11.0,Analyst,,500000,emp305@mail.com
306,EMP00306,Female,56.0,17.0,Analyst,2023-01-15,600000,
307,EMP00307,Female,24.0,1.0,Intern,,600000,
308,EMP00308,Female,46.0,18.0,Analyst,2023-01-15,600000,
309,EMP00309,Female,29.0,99.0,Analyst,,350000,emp309@mail.com
310,EMP00310,Unknow,40.0,4.0,Analyst,,350000,
311,EMP00311,Female,21.0,9.0,Intern,,500000,
312,EMP00312,Unknow,31.0,2.0,HR,,600000,emp312@mail.com
313,EMP00313,Male,60.0,18.0,Intern,,600000,
314,EMP00314,Male,22.0,1.0,Analyst,2023-01-15,600000,emp314@mail.com
315,EMP00315,Female,39.0,10.0,Intern,,500000,
316,EMP00316,Male,23.0,11.0,HR,,600000,
317,EMP00317,Female,40.0,6.0,Engineer,2023-01-15,800000,
318,EMP00318,Unknow,46.0,16.0,Manager,,800000,
319,EMP00319,Male,37.0,2.0,QA,,800000,emp319@mail.com
320,EMP00320,Female,58.0,10.0,QA,,500000,
321,EMP00321,Female,40.0,13.0,QA,,500000,
322,EMP00322,Unknow,20.0,11.0,HR,2025-07-01,500000,
323,EMP00323,Male,22.0,10.0,Engineer,,500000,
324,EMP00324,Male,40.0,16.0,HR,,350000,
325,EMP00325,Female,32.0,8.0,HR,,350000,
326,EMP00326,Female,33.0,9.0,QA,2023-01-15,500000,
327,EMP00327,Male,25.0,18.0,HR,2023-01-15,500000,
328,EMP00328,Male,53.0,9.0,QA,2025-07-01,500000,
329,EMP00329,Female,33.0,7.0,Analyst,,600000,
330,EMP00330,Male,56.0,19.0,HR,,600000,
331,EMP00331,Female,22.0,16.0,HR,2023-01-15,800000,
332,EMP00332,Male,29.0,11.0,QA,2023-01-15,800000,
333,EMP00333,Male,58.0,1.0,Analyst,2023-01-15,500000,
334,EMP00334,Male,56.0,7.0,HR,2025-07-01,500000,emp334@mail.com
335,EMP00335,Female,57.0,20.0,Engineer,2025-07-01,350000,
336,EMP00336,Female,31.0,13.0,Analyst,2023-01-15,350000,emp336@mail.com
337,EMP00337,Male,43.0,15.0,Manager,2023-01-15,500000,
338,EMP00338,Male,25.0,9.0,HR,,500000,emp338@mail.com
339,EMP00339,Unknow,52.0,13.0,Engineer,,500000,
340,EMP00340,Female,34.0,6.0,Analyst,2025-07-01,800000,emp340@mail.com
341,EMP00341,Male,21.0,2.0,HR,,600000,
342,EMP00342,Male,26.0,5.0,HR,2023-01-15,500000,
343,EMP00343,Male,57.0,15.0,Intern,2023-01-15,500000,
344,EMP00344,Male,36.0,13.0,Analyst,2025-07-01,500000,
345,EMP00345,Female,48.0,8.0,Engineer,2023-01-15,500000,
346,EMP00346,Male,30.0,8.0,Analyst,,800000,
347,EMP00347,Female,26.0,13.0,Analyst,2023-01-15,500000,
348,EMP00348,Male,34.0,16.0,Analyst,2025-07-01,500000,
349,EMP00349,Female,23.0,6.0,Intern,,600000,
350,EMP00350,Female,29.0,9.0,Manager,,500000,
351,EMP00351,Male,37.0,19.0,HR,2025-07-01,500000,
352,EMP00352,Female,26.0,11.0,Manager,,350000,
353,EMP00353,Male,23.0,99.0,Intern,,500000,
354,EMP00354,Male,27.0,9.0,Engineer,2025-07-01,500000,
355,EMP00355,Female,35.0,4.0,Manager,2025-07-01,600000,
356,EMP00356,Male,38.0,5.0,Intern,2023-01-15,500000,
357,EMP00357,Male,28.0,15.0,Analyst,,800000,
358,EMP00358,Male,47.0,2.0,Manager,,800000,
359,EMP00359,Female,31.0,17.0,Engineer,,500000,emp359@mail.com
360,EMP00360,Male,58.0,16.0,HR,,500000,
361,EMP00361,Male,40.0,99.0,Engineer,,800000,
362,EMP00362,Male,24.0,17.0,Manager,2023-01-15,600000,
363,EMP00363,Male,38.0,99.0,Manager,2023-01-15,350000,
364,EMP00364,Female,28.0,,HR,,600000,
365,EMP00365,Male,30.0,12.0,QA,,350000,
366,EMP00366,Male,48.0,17.0,Analyst,2023-01-15,800000,
367,EMP00367,Male,44.0,19.0,Analyst,2025-07-01,350000,
368,EMP00368,Female,52.0,1.0,QA,,500000,emp368@mail.com
369,EMP00369,Female,25.0,8.0,QA,,500000,emp369@mail.com
370,EMP00370,Male,36.0,18.0,Analyst,2023-01-15,350000,
371,EMP00371,Male,21.0,20.0,Intern,,600000,
372,EMP00372,Unknow,48.0,4.0,HR,2023-01-15,600000,
373,EMP00373,Male,37.0,4.0,Manager,,600000,
374,EMP00374,Male,27.0,4.0,Manager,,600000,
375,EMP00375,Female,29.0,,QA,,600000,
376,EMP00376,Female,21.0,99.0,Manager,,500000,emp376@mail.com
377,EMP00377,Female,23.0,12.0,HR,,500000,
378,EMP00378,Unknow,47.0,19.0,HR,,600000,emp378@mail.com
379,EMP00379,Male,53.0,5.0,Intern,2025-07-01,500000,
380,EMP00380,Unknow,60.0,1.0,HR,2023-01-15,600000,
381,EMP00381,Male,40.0,14.0,Engineer,,600000,emp381@mail.com
382,EMP00382,Female,28.0,14.0,Manager,,600000,emp382@mail.com
383,EMP00383,Male,22.0,99.0,QA,2025-07-01,600000,
384,EMP00384,Unknow,54.0,2.0,QA,2023-01-15,800000,emp384@mail.com
385,EMP00385,Male,20.0,14.0,Engineer,2023-01-15,800000,emp385@mail.com
386,EMP00386,Male,42.0,99.0,Engineer,2023-01-15,350000,
387,EMP00387,Male,49.0,19.0,QA,,600000,emp387@mail.com
388,EMP00388,Male,28.0,10.0,Manager,,800000,
389,EMP00389,Female,25.0,18.0,HR,,600000,
390,EMP00390,Unknow,44.0,7.0,QA,2025-07-01,500000,
391,EMP00391,Male,50.0,16.0,HR,2023-01-15,500000,
392,EMP00392,Female,32.0,17.0,QA,,600000,
393,EMP00393,Male,42.0,6.0,Engineer,2025-07-01,600000,
394,EMP00394,Female,37.0,10.0,Engineer,2025-07-01,350000,emp394@mail.com
395,EMP00395,Female,55.0,3.0,QA,2025-07-01,600000,emp395@mail.com
396,EMP00396,Male,44.0,15.0,HR,2023-01-15,500000,
397,EMP00397,Unknow,29.0,14.0,HR,2025-07-01,500000,
398,EMP00398,Male,59.0,9.0,QA,2023-01-15,600000,
399,EMP00399,Male,60.0,99.0,Intern,,500000,emp399@mail.com
400,EMP00400,Male,46.0,18.0,QA,2023-01-15,600000,
401,EMP00401,Male,29.0,14.0,HR,,600000,emp401@mail.com
402,EMP00402,Female,48.0,15.0,HR,2025-07-01,800000,
403,EMP00403,Female,53.0,18.0,QA,,600000,
404,EMP00404,Male,51.0,13.0,Manager,2025-07-01,500000,
405,EMP00405,Female,47.0,19.0,Manager,,500000,emp405@mail.com
406,EMP00406,Male,40.0,20.0,Engineer,2025-07-01,500000,
407,EMP00407,Male,21.0,2.0,HR,,600000,
408,EMP00408,Male,39.0,18.0,QA,,600000,
409,EMP00409,Female,49.0,12.0,Analyst,,600000,
410,EMP00410,Female,20.0,,Analyst,,600000,emp410@mail.com
411,EMP00411,Female,43.0,17.0,Manager,,600000,
412,EMP00412,Female,46.0,16.0,Manager,,600000,
413,EMP00413,Unknow,53.0,3.0,Engineer,2025-07-01,800000,
414,EMP00414,Male,39.0,17.0,Engineer,2023-01-15,600000,
415,EMP00415,Unknow,41.0,17.0,Manager,,600000,
416,EMP00416,Male,33.0,17.0,Engineer,,500000,emp416@mail.com
417,EMP00417,Unknow,56.0,20.0,Analyst,2025-07-01,600000,emp417@mail.com
418,EMP00418,Unknow,46.0,1.0,Analyst,2025-07-01,600000,emp418@mail.com
419,EMP00419,Male,45.0,4.0,QA,2023-01-15,600000,emp419@mail.com
420,EMP00420,Female,31.0,16.0,QA,,800000,
421,EMP00421,Male,32.0,14.0,QA,2023-01-15,500000,
422,EMP00422,Male,52.0,4.0,Analyst,2023-01-15,350000,
423,EMP00423,Male,51.0,15.0,QA,,350000,emp423@mail.com
